Site ID,Site Name,Directions to Site,Site Coordinates,Administrator of Site,Number of Docks,Number of Restrooms,Number of Parking Lots,Number of Accessible Spaces,Number of Trailer Spaces,Number of Vehicle Spaces,Parking Lot Surface,Number of Ramps,Ramp Surface
WAS00140,St. James Mine Pit Public Water Access Site,Northeast side of Aurora on 3rd Ave N.,"[-92.230236, 47.534244]",City of Aurora,0,0,1,0,2,0,gravel,1,concrete slab
WAS00141,Side Lake Public Water Access Site,In Side Lake off of Mccarthy Beach Rd,"[-93.027096, 47.671927]",DNR Division of Parks and Trails,0,0,1,0,0,0,natural,1,concrete slab
WAS00142,Sabin Lake (N) Public Water Access Site,"From Biwabik, go east 1.5 miles, go north on Giants Ridge Rd for 4.8 miles. Parking lot and ramp will be to the east.","[-92.30353, 47.590115]",DNR Division of Parks and Trails,1,0,1,0,10,0,asphalt,1,concrete slab
WAS00143,"Rainy Lake, Dove Island Public Water Access Site",8.4 miles east of Ranier on Hwy 11.,"[-93.168737, 48.596737]",DNR Division of Parks and Trails,1,1,1,0,6,0,gravel,1,concrete slab
WAS00144,Wynne Lake (S) Public Water Access Site,3.4 miles northeast of Biwabik on Hwy 138.,"[-92.298948, 47.573422]",St. Louis County,1,0,1,0,3,0,gravel,1,concrete slab
WAS00145,Whitewater Lake Public Water Access Site,"On the W edge of the City of Hoyt Lakes, S of Cnty Rd 110 on access road to N shore.","[-92.171802, 47.505014]",City of Hoyt Lakes,2,1,1,0,18,6,asphalt,2,concrete slab
WAS00146,White Iron Lake Public Water Access Site,"3.5 miles southeast of Ely, off County Highway 655, on the west shore of White Iron Lake.","[-91.820783, 47.861664]",DNR Division of Parks and Trails,1,0,0,0,0,0,,1,concrete slab
WAS00147,West Two Rivers Reservoir Public Water Access Site,"In Mountain Iron, off CSAh 101, on the west shore of West Two Rivers Reservoir.","[-92.663399, 47.478901]",City of Mountain Iron,1,0,1,0,12,0,gravel,1,concrete slab
WAS00148,Twin Lake Public Water Access Site,From Hwy 169 west of Ely head south on Boundary Rd W for 1.8 miles to the access.,"[-91.978721, 47.853577]",DNR Division of Parks and Trails,0,0,1,0,8,0,gravel,1,concrete slab
WAS00149,Sturgeon Lake Public Water Access Site,"In McCarthy Beach State Park, 12 mi NW of Hibbing to SE shore.","[-93.034446, 47.66989]",DNR Division of Parks and Trails,0,0,1,0,6,0,natural,1,concrete slab
WAS00150,"St. Louis River, Co Rd 346 Public Water Access Site","5 miles south of the City of Hoyt Lakes, 0.75 miles east of Forest Route 346, on the northwest bank of the Saint Louis River.","[-92.143302, 47.441807]",U.S. Forest Service,0,1,1,0,6,0,gravel,1,gravel
WAS00151,"St. Louis River, Hush Public Water Access Site",Follow Hwy 110 southeast from Hoyt Lake for 3.7 miles to Usfs 0305.,"[-92.067751, 47.465378]",DNR Division of Parks and Trails,0,0,1,0,3,0,natural,1,natural
WAS00152,South Twin Lake Public Water Access Site,"6 miles south of Aurora, off CSAH 100, on the southwest shore of South Twin Lake.","[-92.242876, 47.443624]",City of Aurora,0,0,1,0,6,0,natural,1,natural
WAS00153,Sherry Lake Public Water Access Site,"18 miles south of Togo, off MN Highway #65, on the north shore of Sherry Lake.","[-93.167886, 47.636898]",Itasca County,0,0,0,0,0,0,,1,natural
WAS00154,Shagawa Lake (SE) Public Water Access Site,"In Ely, on the southeast shore of Shagawa Lake.","[-91.837943, 47.917542]",City of Ely,0,0,1,0,2,0,gravel,1,gravel
WAS00155,Shagawa Lake (NW) Public Water Access Site,"3 miles northwest of Ely, on the northwest shore of Shagawa Lake.","[-91.912722, 47.924717]",DNR Division of Parks and Trails,0,0,1,0,2,0,gravel,1,concrete plank
WAS00156,West Robinson Lake Public Water Access Site,East side of Robinson Lake on Hwy 1,"[-92.042735, 47.858774]",MNDOT,0,0,0,0,0,0,,1,natural
WAS00157,"Rice River, Hwy 53 (S) Public Water Access Site",4.5 miles south of Angora where the Rice River crosses Hwy 53,"[-92.655092, 47.771175]",DNR Division of Parks and Trails,0,0,1,0,0,4,gravel,0,natural
WAS00158,Tamarack Lake (SE) Public Water Access Site,"8 miles northeast of Detroit Lakes, in the Tamarac Wildlife Refuge, off CSAH 29 on the east shore.","[-95.667469, 46.909398]",U.S. Fish and Wildlife Service,0,1,1,0,10,0,gravel,1,natural
WAS00159,Tamarack Lake Public Water Access Site,"8 miles northeast of Detroit Lakes in the Tamarac Widllife Area, off Co Road 29 on the east shore.","[-95.65376, 46.935977]",U.S. Fish and Wildlife Service,0,0,1,0,6,0,gravel,1,natural
WAS00160,Rock Lake Public Water Access Site,"2 mi E of Detroit Lakes on Mn Hwy 34, then 7.4 mi N on Cnty Rd 25, then .5 mi E on Twp Rd to S shore","[-95.764308, 46.918515]",DNR Division of Parks and Trails,1,0,1,0,12,0,gravel,1,concrete slab
WAS00161,Rice Lake (SE) Public Water Access Site,"Within the Tamarac National Wildlife Reguge, off County Road 126, on the southeast shore.","[-95.576037, 46.91744]",U.S. Fish and Wildlife Service,0,1,1,0,4,0,gravel,1,gravel
WAS00162,Toad Lake Public Water Access Site,"2.6 mi E of Frazee on Mn Hwy 87, then 9 mi N on Cnty Rd 31, then 4.3 mi E on Cnty Rd 56 to S shore.","[-95.49138, 46.845721]",DNR Division of Parks and Trails,1,1,1,0,8,0,gravel,1,concrete slab
WAS00163,Sivertson Lake Public Water Access Site,15 mi E of Detroit Lakes on MN Hwy 34 to N shore.,"[-95.527632, 46.88352]",DNR Division of Parks and Trails,0,0,1,0,8,0,gravel,1,concrete slab
WAS00164,Wolf Lake Public Water Access Site,"1 mile north of the town of Wolf Lake, off County Road 38, on the southeast shore of Wolf Lake.","[-95.360943, 46.819414]",Becker County,1,1,1,0,10,10,gravel,1,concrete slab
WAS00165,Upper Cormorant Lake Public Water Access Site,"10.6 mi S of Lake Park on Cnty Rd 5, then 2.5 mi W on Cnty Rd 4, then.1 mi N on Twp Rd to SW shore.","[-96.128337, 46.763733]",DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,gravel
WAS00166,Sallie Lake Public Water Access Site,1.8 mi S of Detroit Lakes on Hwy 59; 0.3 mi W on Co Rd 6; 0.8 mi S on Co Rd 19; 0.1 mi W on Twp Rd,"[-95.885925, 46.784221]",DNR Division of Parks and Trails,1,1,1,0,20,0,gravel,2,concrete slab
WAS00167,Town Lake Public Water Access Site,In the city of Frazee on the east shore of the lake off Hwy 87 and South Lake Street.,"[-95.708234, 46.725076]",City of Frazee,1,0,1,0,5,4,asphalt,1,concrete slab
WAS00168,Twenty Lake Public Water Access Site,"5 miles north of the city of Lake George, off County Road 44, on the east shore of Twenty Lake.","[-95.011539, 47.27349]",Hubbard County,0,0,1,0,3,0,gravel,1,natural
WAS00169,Schoolcraft Lake Public Water Access Site,"2.9 mi S of the city of Lake George on Cnty Rd 4, then 1.5 mi W on Twp Rd to E shore.","[-95.0133, 47.160691]",DNR Division of Parks and Trails,0,0,1,0,5,0,gravel,1,concrete slab
WAS00170,Waboose Lake Public Water Access Site,"From Nevis, 5.5 mi N on Co Rd 2, then 1.7 mi N on Spur I Forest Rd, then .5 mi E on Forest Rd.","[-94.832649, 47.057742]",DNR Division of Parks and Trails,0,0,1,0,4,2,gravel,1,natural
WAS00171,Upper Bottle Lake Public Water Access Site,"1.1 mi N of Nevis on Cnty Rd 2, then 6 mi W on Cnty Rd 40, then 3.5 mi N on Cnty Rd 7, then 0.1 mi W on Cnty Rd 24 to N shore of Upper Bottle Lake.","[-94.917206, 47.047022]",DNR Division of Parks and Trails,0,0,1,0,8,0,gravel,1,concrete slab
WAS00172,Potato Lake (N) Public Water Access Site,"6.3 mi N of Park Rapids on US Hwy 71, then 3.9 mi E on Cnty Rd 40, then 0.2 mi S on Twp Rd to N shore.","[-95.044519, 47.017125]",DNR Division of Parks and Trails,1,1,1,0,10,0,gravel,1,concrete slab
WAS00173,Spider Lake Public Water Access Site,"3.1 mi N of Nevis on Cnty Rd 2, then .3 mi W on Twp Rd to N shore.","[-94.839221, 47.007637]",DNR Division of Parks and Trails,1,0,1,0,10,5,asphalt,1,concrete slab
WAS00174,Shallow Lake Public Water Access Site,"2 miles west of Nevis, off County Road 18, on the south shore of Shallow Lake.","[-94.885784, 46.961275]",Hubbard County,0,0,1,0,6,0,,1,natural
WAS00175,Sargent Lake Public Water Access Site,"3 miles west of Naytahwaush, off County Road 4 (2.5 miles), on the west shore of Sargent Lake.","[-95.691367, 47.269563]",DNR Division of Parks and Trails,0,0,0,0,0,0,,1,natural
WAS00176,Snider Lake Public Water Access Site,"5 miles south of Naytahwaush, off County Road 4, on the southeast shore of Snider Lake.","[-95.651044, 47.19894]",Mahnomen County,1,0,1,0,10,0,,1,natural
WAS00177,Tulaby Lake Public Water Access Site,"15 miles east of Wauban, off MN Highway #113, on the north shore of Tulaby Lake.","[-95.610036, 47.162288]",DNR Division of Parks and Trails,1,1,1,0,10,0,asphalt,1,concrete slab
WAS00178,"Tamarac River, City of Stephen Public Water Access Site","From MN Hwy 75, west on 5th Street through town, then south on Stephen Ave. to Riverside Drive. Ramp is on north side of Riverside Drive, south side of Tamarac River","[-96.874218, 48.448397]",City of Stephen,1,0,1,0,5,10,,1,concrete slab
WAS00179,Rice Lake Public Water Access Site,"From Hwy 15, 1.2 miles west of St Clair, follow 599th Ave south for 3 miles to the access.
Channel to lake not open yet.","[-93.888645, 44.038444]",DNR Division of Parks and Trails,0,0,1,0,8,4,gravel,1,concrete slab
WAS00180,"Pomme de Terre River, Koosman Public Water Access Site",From US 12 follow 200th Ave SW north for 4 miles to 30th St.  Follow 30th St NW east for 1 mile to the access.,"[-95.973712, 45.339936]",DNR Division of Parks and Trails,0,0,1,0,2,4,natural,1,natural
WAS00181,Upper Twin Lake Public Water Access Site,2.5 mi north of Twin Lakes on 720th ave,"[-93.430655, 43.59748]",DNR Division of Parks and Trails,0,0,1,0,8,0,gravel,0,natural
WAS00182,Union Lake Public Water Access Site,Exit I-35 on westbound Londsdale Blvd.  Head south on Bagley Ave from Londsdale Blvd for 0.7 miles to the access.,"[-93.301876, 44.463292]",Rice County,1,0,1,0,5,0,asphalt,1,concrete slab
WAS00183,Logue Lake Public Water Access Site,Head south out of Lonsdale on CR 4 for 3 miles in the Robert J. Lick WMA.,"[-93.449992, 44.43116]",DNR Division of Fish and Wildlife,0,0,1,0,4,0,natural,0,natural
WAS00184,Rice Lake Public Water Access Site,Take Hwy 19 east out of Owatonna for 8 miles to CR 40 and follow CR 40 to access.,"[-93.068176, 44.088393]",DNR Division of Parks and Trails,1,1,1,0,10,0,gravel,1,concrete slab
WAS00185,"Zumbro River, Mantorville Public Water Access Site",In Mantorville off of Blanch St.,"[-92.754069, 44.065576]",City of Mantorville,0,0,1,0,0,0,gravel,1,gravel
WAS00186,"Straight River, Kroghs Landing Public Water Access Site",3.3 miles south of Faribault on Hwy 19,"[-93.240144, 44.242733]",DNR Division of Parks and Trails,0,0,1,0,5,5,gravel,1,gravel
WAS00187,"Straight River, Morehouse Public Water Access Site",On the east bank of the Straight River.,"[-93.23309, 44.08074]",City of Owatonna,0,0,1,0,3,10,asphalt,1,natural
WAS00188,Upper Sakatah Lake Public Water Access Site,"In Sakatah Lake State Park, 3 mi W of Morristown on Mn Hwy 60, then 0.5 mi N to S shore of Upper Sakatah Lake.","[-93.519436, 44.225338]",DNR Division of Parks and Trails,1,1,1,0,7,3,asphalt,1,concrete slab
WAS00189,Shields Lake Public Water Access Site,2 mi NW of Shieldsville on Mn Hwy 21 to N shore.,"[-93.437452, 44.380993]",DNR Division of Parks and Trails,2,0,1,0,23,0,asphalt,2,concrete slab
WAS00190,Sprague Lake Public Water Access Site,"0.5 mi W of Morristown on Mn Hwy 60, then 1 mi S on Cnty Rd 99, then 1mi W on Twp Rd to S shore.","[-93.484497, 44.211727]",DNR Division of Parks and Trails,1,0,1,0,3,0,gravel,1,natural
WAS00191,State Line Lake (S) Public Water Access Site,1.5 mi E of Emmons on cnty Rd 76 on south shore,"[-93.472392, 43.499987]",DNR Division of Parks and Trails,0,0,1,0,5,0,gravel,1,concrete plank
WAS00192,Wita Lake Public Water Access Site,"5 mi W of the city of Madison Lake, on N shore.","[-93.907079, 44.236163]",DNR Division of Parks and Trails,0,0,1,0,7,3,gravel,1,concrete slab
WAS00193,Rays Lake Public Water Access Site,"2 miles north of Elysian, on County Road 11, on the south shore of Rays Lake.","[-93.679556, 44.210712]",Le Sueur County,0,0,1,0,4,4,gravel,1,gravel
WAS00194,Sabre Lake Public Water Access Site,"3.5 miles west of Kilkenny, on CSAH 2, on the west bank of the Cannon River.","[-93.636394, 44.309074]",Le Sueur County,1,0,1,0,8,4,gravel,1,natural
WAS00195,Scotch Lake Public Water Access Site,2 mi E of Cleveland to NW shore.,"[-93.808643, 44.322972]",DNR Division of Parks and Trails,0,0,1,0,8,0,natural,1,gravel
WAS00196,Thomas Lake Public Water Access Site,Take CR 28 west out of Heidelberg for 6.5 miles to  CR 11.  Follow CR 11 north for 0.5 miles to access.,"[-93.75639, 44.492163]",DNR Division of Fish and Wildlife,1,0,1,0,0,4,,1,natural
WAS00198,Roemhildts Lake Public Water Access Site,"1 mi N of Elysian on Cnty Rd 11, then 4 mi NW on Cnty Rd 13, then E on access road to NW shore.","[-93.723506, 44.255995]",DNR Division of Parks and Trails,1,0,1,0,15,5,gravel,1,concrete slab
WAS00199,Washington Lake (N) Public Water Access Site,"12 mi S of Saint Peter on Cnty Rd 103, to N shore.","[-93.866857, 44.261427]",DNR Division of Parks and Trails,1,1,1,0,42,0,asphalt,2,concrete slab
WAS00200,Rice Lake Public Water Access Site,"1 mi E of Montgomery on Cnty Rd 26, then 0.75 mi N to NW shore.","[-93.545102, 44.453376]",DNR Division of Parks and Trails,0,0,1,0,5,4,natural,1,natural
WAS00201,Volney Lake Public Water Access Site,"4.5 mi E of Le Center on Mn Hwy 99, then 2 mi S on Cnty Rd 136 to S shore.","[-93.63647, 44.364246]",DNR Division of Parks and Trails,1,1,1,0,16,8,asphalt,1,concrete slab
WAS00202,Sand Lake Public Water Access Site,4.3 miles north of Lafayette on CR 15,"[-94.368446, 44.499265]",DNR Division of Parks and Trails,0,0,1,0,0,6,natural,1,natural
WAS00203,Titlow Lake Public Water Access Site,Off of Lake Blvd on the north side of Gaylord.,"[-94.222835, 44.561832]",City of Gaylord,1,0,1,0,6,4,gravel,1,concrete slab
WAS00204,Schilling Lake Public Water Access Site,"4 mi N of New Auburn, on N shore.","[-94.204191, 44.70979]",DNR Division of Parks and Trails,1,0,1,0,10,4,gravel,1,concrete slab
WAS00205,Schauer Lake Public Water Access Site,3 mi SW of Green Isle on N shore.,"[-94.050939, 44.658771]",DNR Division of Parks and Trails,0,0,1,0,4,4,natural,1,natural
WAS00206,Washington Lake Public Water Access Site,"3 mi E of Green Isle, on SE shore.","[-93.934011, 44.667028]",DNR Division of Parks and Trails,0,0,1,0,6,4,gravel,1,gravel
WAS00207,Swan Lake (E) Public Water Access Site,0.5 mi N of the city of Silver Lake to S shore.,"[-94.226255, 44.910785]",DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab
WAS00208,Silver Lake Public Water Access Site,2 mi SW of the city of Silver Lake to SE shore.,"[-94.210713, 44.891981]",DNR Division of Parks and Trails,1,0,1,0,15,0,gravel,1,concrete slab
WAS00209,St. Olaf Lake Public Water Access Site,"4 miles east of New Richland, off CSAH 6, on the northwest shore of St. Olaf Lake.","[-93.417819, 43.905112]",City of New Richland,1,1,1,0,10,20,gravel,1,concrete slab
WAS00210,Reeds Lake Public Water Access Site,"4 miles southeast of Elysian, on County Road 5, on Reeds Lake.","[-93.619799, 44.184032]",Waseca County,1,0,1,0,6,2,gravel,2,gravel
WAS00211,"Seven Mile Creek, Co Park Public Water Access Site","6 miles south of Saint Peter, just east of US Highway #169, on the west bank of the Minnesota River, in Seven Mile Creek County Park.","[-94.020535, 44.262962]",Nicollet County,0,1,1,0,6,6,gravel,1,concrete slab
WAS00212,Sleepy Eye Lake Public Water Access Site,In Sleepy Eye on NE shore.,"[-94.727737, 44.308714]",City of Sleepy Eye,2,1,1,0,20,6,asphalt,2,concrete slab
WAS00213,"Watonwan River, Co Rd 20 Public Water Access Site",4.5 mi SW of Garden City on CSAH 20 on SE corner of bridge.,"[-94.22904, 44.025266]",Blue Earth County,0,0,1,0,10,6,gravel,1,natural
WAS00214,"Watonwan River, Co Rd 32 Public Water Access Site",10.5 mi SW of Lake Crysal on CSAH 32 on SE corner of bridge.,"[-94.288623, 44.00415]",Blue Earth County,0,0,1,0,4,6,gravel,1,natural
WAS00215,"Swan Lake, Courtland Bay Landing Public Water Access Site",Approximately 2 mi NE of Nicollet to SE shore of southern Middle Lake.,"[-94.317718, 44.326133]",DNR Division of Parks and Trails,0,0,1,0,4,4,gravel,1,natural
WAS00216,Swan Lake (S) Nicollet Bay Public Water Access Site,Head west out of Nicollet on US 14 for 1.7 miles to access road.,"[-94.234709, 44.277873]",DNR Division of Parks and Trails,0,0,1,0,25,0,gravel,2,concrete slab
WAS00217,Swan Lake (E) Poor Farm Public Water Access Site,"5 mi NW of Nicollet, off Cnty Rd 64, to NE shore.","[-94.240964, 44.328732]",DNR Division of Parks and Trails,1,0,1,0,44,0,gravel,2,concrete slab
WAS00218,"Rice Lake, Wells Public Water Access Site",6.5 mi S of Wells on N shore.,"[-93.7381, 43.650258]",DNR Division of Parks and Trails,1,0,1,0,10,0,natural,1,concrete slab
WAS00219,"Rice Lake, South Public Water Access Site",Head east out of Winnebago on 195th St for 2.4 miles to the access.,"[-94.107755, 43.767535]",DNR Division of Parks and Trails,1,0,1,0,8,10,gravel,1,concrete slab
WAS00220,Winsted Lake Public Water Access Site,1 mi E of the city of Winsted to SE shore.,"[-94.026335, 44.956162]",DNR Division of Parks and Trails,1,0,1,0,6,0,natural,2,concrete slab
WAS00221,Stahl Lake Public Water Access Site,3.5 mi N of Hutchinson to S shore.,"[-94.41966, 44.950529]",DNR Division of Parks and Trails,1,1,1,0,14,0,gravel,1,concrete slab
WAS00222,Steele Lake Public Water Access Site,"4 miles north of Elysian, on County Road 11, on the east shore of Steele Lake.","[-93.696581, 44.237512]",Le Sueur County,0,0,1,0,4,4,gravel,1,gravel
WAS00223,Rabbit Lake Public Water Access Site,"3 miles North of Glen on MN Hwy. 47, then 1 mile West and North on Glen Township Road.","[-93.53207, 46.462984]",DNR Division of Parks and Trails,0,1,1,0,5,0,gravel,1,natural
WAS00224,Swamp Lake Public Water Access Site,"From Hwy. 47 at Glen, take Twp Rds E 0.5 mi, then NE 1 mi, then E 2 mi, then N 0.5 mi, then W 0.5 mi.","[-93.459859, 46.436188]",DNR Division of Fish and Wildlife,0,0,1,0,8,0,gravel,1,gravel
WAS00225,Sugar Lake Public Water Access Site,"1 mile S of Glen on Hwy 47, then 0.5 mile E on Sugar Lake Rd, then 0.25 mile N on Malmo Twp Rd.","[-93.473414, 46.412256]",DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab
WAS00226,Round Lake Public Water Access Site,From US 210 follow CR 62 north for 2.5 miles to Rock Lake Rd.  Follow Rock Lake Rd west for 2.2 miles to the access.,"[-93.380644, 46.644242]",Aitkin County,0,0,1,0,6,0,gravel,1,concrete slab
